SIC_Section,SIC_Codes,SIC_Classification,id,ref_no,name,pointx_class,groupname,categoryname,classname,feature_easting,feature_northing,pos_accuracy,uprn,topo_toid,topo_toid_version,usrn,usrn_mi,distance,address_detail,street_name,locality,geographic_county,postcode,admin_boundary,telephone_number,url,brand,qualifier_type,qualifier_data,provenance,supply_date
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,372,18822784,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529785,180857,1,,osgb1000001786897974,4,8400909,3,0.6,,,,Greater London,W1D,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,374,18822824,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529221,180525,1,,osgb5000005102199965,1,8401253,3,59.8,,,,Greater London,W1J,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,375,18821632,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526403,179611,1,,osgb1000001795988527,2,21700434,3,4,,,,Greater London,SW7,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,376,18822468,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526734,180651,1,,osgb1000001786855565,3,8400628,3,116.6,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,377,18825832,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530586,180626,1,,osgb1000001802061164,2,8400866,3,17.9,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,378,18821672,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529698,177951,1,,osgb1000001796235191,2,8400100,3,27.7,,,,Greater London,SW1V,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,379,18822469,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526781,181730,1,,osgb1000001786129255,3,8401251,3,16,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,380,18822482,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528210,183398,1,,osgb1000001786513538,5,8401209,3,163.4,,,,Greater London,NW1,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,381,18822492,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528533,180645,2,,Not Assigned,0,8400025,3,10.4,,,,Greater London,W1K,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,382,18822494,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528777,181844,1,,osgb5000005155743915,1,8400143,3,4.7,,,,Greater London,W1B,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,383,18821676,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529979,179953,2,,Not Assigned,0,8400970,3,25.3,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,384,18821699,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528245,179554,1,,osgb1000001796025830,3,8401199,3,5.9,,,,Greater London,SW1X,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,385,18822495,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528840,181634,1,,osgb1000005293191,4,8401671,3,3.5,,,,Greater London,W1B,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,386,18822510,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529589,180176,1,,osgb1000001786907499,3,8401061,3,10.9,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,387,18822511,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529697,180362,1,,osgb1000001786907604,2,8401045,3,7.4,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,388,18822512,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529718,180276,1,,osgb1000001786907224,2,8400779,3,29.3,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,389,18822513,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529757,180299,1,,osgb1000001786906993,2,8401045,3,12.6,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,390,18822514,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529765,180282,1,,osgb1000001786906991,2,8401045,3,11,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,391,18822520,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529839,180421,1,,osgb1000001786907293,2,8400237,3,8.3,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,392,18821702,Sundial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528816,179703,2,,Not Assigned,0,8401294,3,80.3,,,,Greater London,SW1W,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,393,18821710,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528370,179996,1,,osgb1000005287331,5,8400585,3,23.6,,,,Greater London,W1K,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,394,18821719,Sundial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529373,179978,2,,Not Assigned,0,8401400,3,69.3,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,395,18822521,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529842,180685,2,,Not Assigned,0,8400989,3,10.5,,,,Greater London,WC2H,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,396,18856239,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530312,180068,1,,osgb1000001802073335,3,8400804,3,24.7,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,397,18856256,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,531027,180832,1,,osgb1000001802299147,3,8401051,3,13.4,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,398,18856260,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530357,180267,1,,osgb1000001802072965,3,8401714,3,31,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,399,18856261,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530066,180063,1,,osgb1000001802073074,3,8400881,3,64.8,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,400,18822548,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526523,180221,1,,osgb1000001786862253,2,8401184,3,386,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,401,18822562,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529975,180419,1,,osgb1000001786907248,2,8400237,3,15,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,402,18822575,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529691,180359,1,,osgb1000001786907606,2,8401045,3,5.3,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,403,18822576,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529692,181263,1,,osgb1000001786932256,3,8401018,3,27,,,,Greater London,W1D,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,404,18822577,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529993,180632,1,,osgb1000001786897658,105,8400626,3,16.4,,,,Greater London,WC2H,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,405,18826110,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530741,180838,1,,osgb1000001802061421,2,8400237,3,56.9,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,406,18826115,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530545,180607,1,,osgb1000001802061432,2,8400866,3,17.1,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,407,18826148,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530039,180528,1,,osgb1000001802066761,4,8400624,3,21.8,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,408,18826150,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530117,180142,1,,osgb1000001802072698,3,8400578,3,5,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,409,18826160,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530440,180514,1,,osgb1000001802067017,4,8400866,3,26.3,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,410,18826162,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530495,180565,1,,osgb1000001802066755,4,8400866,3,20.9,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,411,18821803,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529944,179810,1,10033555769,osgb1000001796276616,4,8400488,3,11.8,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,412,18826173,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530890,180781,1,,osgb1000001802061244,3,8401051,3,6.3,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,413,18822633,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528816,181332,1,,osgb1000001787361634,1,8400925,3,25.6,,,,Greater London,W1G,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,414,18822635,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529509,180347,1,,osgb1000001786907273,1,8400876,3,54.5,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,415,18822637,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529651,180213,1,10033583394,osgb5000005151362619,1,8401061,3,4.3,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
